speaker,sentence,emotion,annotation
Rachel,Are you kidding?!,5,1000040
Rachel,"With the, with the lilies, and-and the song, and the stars!",1,1400000
Rachel,It wasreally wonderful!,1,0500000
Rachel,Did you just make that up?,5,2000030
Ross,"No, actually I thought about it when, when we were going out.",0,3200000
Ross,"Its how I imagined I uh, I would ask you to marry me.",0,4100000
Rachel,"Well, that wouldve been very hard to say no too.",0,3110000
Ross,"Its a good thing I didnt do it, because it sounds like it wouldve been a very expensive wedding.  Okay, good night",0,3110000
Rachel,Goodnight,0,5000000
Ross,Even if the sidecar had a windscreen so your hair wouldnt get messed up?,0,3000020
Rachel,I will think about it.,0,5000000
Ross,Thats all Im askin,0,5000000
Rachel,"You guys! It was bananas, cream, and beef! I-I just cannot believe that you ate that so that I wouldnt feel bad!",5,0110030
Monica,"Well actually, I-I didnt eat mine. Its still in the bathroom.",7,2010002
Joey,"No it isnt, I ate that.",0,4100000
Mrs. Geller,Well we left ours in Monicas bedroom.,0,4000001
Joey,"Nope, got it and I got yours  too.",0,4100000
Joey,"Okay, so we went to the beach, because Phoebe found out about this lady who knew her mom and dad, and I dont really know what happened with that.",0,5000000
Rachel,And thats Im so glad theres no problem.,1,1400000
Joanna,"Thats fine, actually Im on the hiring committee, so therell be at least one friendly face.",0,3200000
Rachel,Ohh! Thats great!,1,0400010
Joanna,"You know, Junior Miss is where I started. Oh, I had to sleep with the",0,5000000
Rachel,Really?!,5,0000050
Joanna,No-ho-ho!,7,0200021
Joanna,Yeah.,0,3020000
Joanna,"I mean, no-no-no-no-no, dont you worry, Im sure with your qualifications you wont need to sleep with some guy to get that job.",0,3000002
Joanna,"Although, I might need some convincing.",0,4000001
Rachel,"Well, I, umm",7,2002010
Joanna,"Kidding! God, I feel wild today!",1,0500000
Phoebe,Oh my God! Chandler just left though!,5,0000050
Rachel,"Yeah but, maybe its not what we think. Maybe its tell Monica Im sorry Idrank the last of the milk.",0,4001000
Phoebe,"Or maybe he-he was writing to tell her that-that hes changed his name, yknow? Tell Monica Im sorry.",0,3010010
Ross,I think it means he freaked out and left!,5,0001130
Phoebe,Dont be so negative! Good God! Isnt it possible that Sorry is sitting in there  right now?!,7,0000212
Rachel,"Okay. Phoebe, I-I think Ross is right. What are we gonna do?",7,2001020
Ross,"LookOkay, Im just gonnaIm gonna have to go find him and bring him back!",0,3002000
Ross,Okay?,0,3000020
Ross,"You-you make sure Monica does not find out, okay?",0,3002000
Rachel,Okay.,0,5000000
Phoebe,Okay,0,5000000
Ross,"I will, I will find him.",0,4001000
Rachel,Hey!,1,0400010
All,Hi! Hey!,1,0300020
Rachel,Do you guys know any cute guys?,0,4100000
Chandler,"Well, of course I do! My good friend Joey over here.",1,2300000
Joey,"Oh, Im sorry. Thank you Chandler.",7,1120100
Rachel,"Anyway, theres this big charity ball this weekend and Ralph Lauren bought a table, so I kinda have to go",0,4100000
Monica,Whats the charity?,0,4000010
Rachel,"I dont know, something either trees or diseaseRalph mumbles a lot.",0,5000000
Monica,Does Ralph mumble when youre not paying attention?,0,5000000
Rachel,Yeah! Its weird. But the thing is need to find a date.,5,1000040
Phoebe,"Well, what kind of guy are you looking for?",0,4000010
Rachel,Hey!,1,0400010
Ross,What are you guys doing later?,0,5000000
Phoebe,"Oh, Rachel and I have appointments to get our hair cut.",0,4100000
Rachel,We do?,5,0000050
Phoebe,I want to see what he wants first.,0,5000000
Rachel,Okay.,0,5000000
Ross,I just found out that Elizabeths dad wants to meet me.,7,2100011
Chandler,"Wait a minute, hold the phone! Youre not Elizabeths dad?!",5,0000050
Ross,"Come on guys, I-I really want this guy to like me.",3,0014000
Ross,It-it would really help me out if you guys were here to make me look good.,7,2102000
All,Of course well help! Yeah! Well be here!,1,1300010
Ross,Thanks!,1,0500000
Monica,We know how tough those parent/teacher conferences can be.,0,4000001
Rachel,"Oh, hi! How are you doing?",1,0300020
Tag,I'm okay. I gotta go down to the police station and look at mug shots.,2,2030000
Rachel,Oh.,0,3010010
Tag,"Thanks for having me over, you guys.",0,4100000
Ross,Tag?,0,4000010
Ross,Y-You're going?,7,2010020
Ross,"Uh we didn't, uh we didn't get the chance to talk.",0,5000000
Ross,"Uh, so, where did you say you're from again?",0,4000010
Tag,Colorado.,0,5000000
Ross,"Ah, what good are you.",0,3000101
Rachel,"Look, um, I think we should talk about what happened on the terrace.",0,4001000
Tag,Okay.,0,5000000
Rachel,"Ah, I-I never should have said what I said.",2,1040000
Rachel,Ityknow what?,0,4000010
Rachel,It just doesn't matter how I feel.,2,2030000
Rachel,"I mean we work together, so nothing could really ever happen between us, and what I would love is just to go to work on Monday, and-and never talk about this again, okay?",2,2030000
Tag,"Um, I'm not.",0,5000000
Rachel,"Oh, god, I knew it, that I freaked you out.",2,0040001
Tag,"No, you didn't. The only thing that freaked me out was you saying that nothing could ever happen between us.",2,1030010
Rachel,Really?,5,1000040
Tag,"Yeah, so, please don't fire me for doing this.",7,2012000
Rachel,"Okay, well, that's one less thing we have to do on Monday.",0,5000000
Ross,"Get him! GET HIM! Get him! Get- YESSS! Not laughing now, are ya pal!",7,0200210
Chandler,"See buddy, that's all you need, a bunch of toothless guys hitting each other with sticks.",0,3100001
Ross,Pass it! Pass it!,1,0400010
Chandler,He's open!,1,0400010
All,Shoot! Shoot! Shoot!,1,0400010
Chandler,"Hey, look, we're on that TV thing!",5,0200030
Rachel,I am so psyched I kept this chair for myself!,1,0400010
Joey,"Yeah, me too.",0,3200000
Rachel,"Hey, howshows the uh, miracle chair?",0,5000000
Joey,Fine.,0,5000000
Rachel,"Yeah? Wow! Yknow, that this thing has speakers in the headrest!",5,0100040
Joey,No. Really?,5,2000030
Rachel,Yeah! You can hook it up to your TV,7,2200010
Joey,My chair heals itself.,0,4100000
Phoebe,"Tiger!  Dragon! Iceberg!!  Joseph, did you even study at all last night?",4,0000410
Joey,"Yes! Yes, I did.",7,2200100
Phoebe,Then do Iceberg!,7,2100200
Joey,G-sharp.,0,4000100
Phoebe,G,0,5000000
Joey,What?! I didn't touch a guitar!,5,0000230
Phoebe,"No, but you're questioning my method!",4,0100400
Joey,"No, I'm not questioning it, I'm saying it's stupid!  What?!",4,0000401
Monica,Thank you.,0,4100000
Phoebe,Y'know none of my other student thought I was stupid.,7,2010101
Joey,"Your other student, was you!",4,2000300
Phoebe,"Yeah, well, y'know maybe you just need to try a little harder!",4,1000400
Joey,"Look, maybe I need to try a real teacher!",4,0000500
Joey,Right here!,7,2000210
Joey,Here!,4,2000300
Joey,"Andy Cooper, he teaches guitar and look ooh, there's a nice picture of him with a little kid and",0,4000100
Phoebe,Fine! You go learn from your qualified instructor! But don't come crying to me when everyone's sick and tired of hearing you play,4,0000401
Rachel,"""Baddest man in the whole damn town.""",0,4010000
Phoebe,"Oh, fine! Take his side!",4,0000401
Ross,"And shame on you! You should know better, Joey needs to work.  Now come on!",4,0000401
Joey,Hey!,4,1100300
Ross,No! Ah-ah-ah-ah-ah! You can have this back when the five pages are done!  Ahh!,7,0001211
Rachel,Hi!,1,1400000
Ross,Hi.,0,5000000
Rachel,"Hi.  Umm, I think theres something that we really need to talk about.",7,1012100
Ross,"I think we do. Why dont we go inside?  Look uh, I know why youre here.",2,1031000
Rachel,You do?,5,0000050
Ross,"Yeah, and to save you from any embarrassment umm, I think maybe I should talk first.",0,5000000
Rachel,Okay.,0,4000010
Ross,"Okay.  Uh, Ross and Rachel. Rachel and Ross. Thats been one heck of a see-saw hasnt it?",0,5000000
Rachel,What?,5,0000050
Ross,"I mean look, that-that one night we had was fun andand certainly passionate, but dont you think its better if we just stayed friends?",7,2021000
Rachel,Seriously. What?!,5,0000140
Ross,Okay.,0,5000000
Ross,Okay.,0,4000010
Ross,Yknow what?,0,4000010
Ross,"If you want to, we can do it one more time.",0,3200000
Ross,I mean Id-Id be okay with that.,0,3001010
Ross,"In fact, I have some time right now.",0,3200000
Rachel,"Okay, yknow what? Can I, can I talk now?",7,2000210
Ross,Oh sure.,0,4000010
Rachel,"Im pregnant.  Ross?  Ross?  Okay, whenever youre ready.  And youre the father by the waybut you got that",4,0100310
Rachel,We should defiantly play football more often. Maybe theres a like league we could join or something.,0,3200000
Chandler,I know!,1,0400010
Ross,"Yes! Wow, well, that-that was easy. Okay, you-you go.",5,0200030
Chandler,Okay.,0,5000000
Ross,Okay.,0,5000000
Chandler,"Okay, you know, you know when your in bed, with a woman.",1,2300000
Ross,Hmph.,0,3100010
Chandler,"And, ah, you know, your fooling around with her.",1,2300000
Chandler,"And you get all these like, mental images in your brain, you know, like Elle MacPherson, or that girl at the Xerox place....",1,2300000
Ross,"With the belly-button ring? Oh, muhawa!",1,0300020
Chandler,"I know, And then all of the sudden your Mom pops into your head.",7,0001022
Chandler,"And your like 'Mom, get outta here!'",4,0000311
Chandler,"You know, but of course, like, after that you can't possibly think of anything else, and you can't, you know, stop what your doing.",7,2010110
Chandler,"So it's kinda like, you're, you know.",0,3020000
Chandler,You know.... You don't know!,5,1000031
Ross,"Your Mom, your telling me, your telling me, about your Mom, what is the matter with you?",6,0000113
Chandler,You said...,0,5000000
Ross,I said ',0,5000000
Phoebe,Oh!,5,0100040
Ross,Look at Emma!,5,0200030
Phoebe,"I just cant decide who she looks more alike, you or Rachel?",0,5000000
Ross,"Oh what are you kidding? Shes gorgeous, its all Rachel.",7,2200010
Phoebe,"Im sorry, for the last time, why arent you two together again?",0,4000001
Phoebe,"No, I know.",0,4010000
Phoebe,"I know, because youre not in that place.",0,4010000
Phoebe,"Which would be fine, except you totally are.",0,4010000
Ross,Itsits complicated okay?,2,1040000
Phoebe,"Yeah thats true. Yeah, you love her. You always have. You have a child together. There is no right answer.",0,4010000
Ross,"Look, weve been together.",2,2030000
Ross,Okay?,0,3020000
Ross,"And then apart, and then together, and then apart, and now we have a baby.",2,2030000
Ross,Its just if-if we got together again and it didnt work outI could never do that to Emma.,2,2030000
Ross,I mean she-she thinking everything Oh thatsnow me.,2,2030000
Ross,What do they put something in the water in this place?,0,3000020
Ross,"Since Rachel and I were doing really, were doing really well right now.",7,1220000
Phoebe,"I know. I know. I know. I know, and if you try to make it more you might wreck it.",0,4001000
Ross,"Yeah, exactly.",0,3020000
Phoebe,Right.  Or you might get everything youve wanted since you were fifteen.,0,3100001
Rachel,God. I forgot how much I love driving. I have,1,1400000
Ross,You dont have a,0,5000000
Rachel,"Oh Ross youre so tense! You just gotta relax, okay? Just need to relax all right? Just need to relax",0,3000011
Ross,What-what are you doing?! Are youOkay thats not funny! Just stop horsing around!,7,0000212
Rachel,"I am not horsing around, okay? I am Porsching around.",1,1300001
Rachel,Uh-oh.,3,0003020
Ross,"Okay, stay calm. Nothing is going to happen to you, you are not in that much trouble.",0,4001000
Rachel,Really? You think so?,3,0003020
Ross,I was talking to myself! Youre going down!,7,1101011
Monica,Hey honey! I missed you today!,1,0500000
Chandler,"Oh, yeah?",5,0100040
Monica,Yeah.  What d'you wanna do tonight?,0,3200000
Chandler,"Oh, well... Maybe we could...",0,3200000
Monica,"Ok, trying to turn me on by making a mess?",7,2100011
Monica,Know your audience!,7,2200001
Monica,"Besides, tomorrow we're doing those fertility tests and until then you need    to keep your tadpoles in the tank.",0,4100000
Chandler,We really need to take those tests?,7,2010020
Monica,"Honey, we've been trying to have a baby for over a year.",0,3020000
Monica,I think    it's a good idea to find out if everything's ok. Just a few routine tests.,0,3011000
Chandler,But I don't wanna do it in a cup!,7,1002002
Phoebe,"Oh, hi Max! Hey, do you know everybody?",0,3200000
Max,No. Have you seen David?,0,5000000
Phoebe,"No, no, he hasn't been around.",0,4000010
Max,"Well, if you see him, tell him to pack his bags. We are going to Minsk.",0,4100000
Phoebe,Minsk?,5,0000050
Max,Minsk. It's in Russia.,0,4100000
Phoebe,I know where Minsk is.,0,4000001
Max,"We got the grant. Three years, all expenses paid.",1,2300000
Phoebe,"So when, when do you leave?",0,4010000
Max,January first.,0,4100000
Elizabeth,You wanted to see me Professor Geller?,7,2001020
Ross,"Yes. Yes! Please, come in.",0,3200000
Ross,Oo-oo!,7,0102020
Joey,Pretty great! Except I did get a little attitude from the robot.,1,1300001
Chandler,"Damn those robots, theyre supposed to be our",7,1000211
Joey,"Anyway, it wasnt the robot, it was the guy who controls him.",0,4000001
Joey,"Yeah, he doesnt like me.",7,2010101
Joey,He had C.H.E.E.S.E.,0,4000001
Joey,knock over the sandwich right when I was reaching for one!,7,0110201
Joey,Ohh!,5,0000050
Phoebe,"Well, why dont you just get him fired?",7,2000021
Joey,"I may have to, I hate to do it, but Im the star!",7,1000211
Joey,Yknow?,0,3000011
Joey,Theres a limit to how many sandwiches I can eat off the floor.,0,3000101
Joey,Excuse me.,0,4000001
Joey,Joey Tribbiani.,0,5000000
Estelle,"Joe! Im glad I found ya, I got an audition for ya!",7,2200010
Joey,Wow!,5,0100040
Estelle,The thing is its kinda on the Q.T.,0,5000000
Estelle,The actor who has the part doesnt know he might be fired.,0,5000000
Estelle,"Its the lead in a series, Mac and C.H.E.E.S.E.",0,5000000
Joey,Im the lead in Mac and C.H.E.E.S.E.!!,7,2200100
Estelle,Uh-oh!,5,0001040
Monica,Oh good God! If you want a baby so bad just go steal it!,7,1000112
Monica,What is going on with you? Since when are you so crazy about babies?,5,1000130
Chandler,Im not crazy about babies. Im crazy about us.,7,1200110
Monica,What?,5,1000040
Chandler,"Look, weve always talked about having babies someday.",0,5000000
Chandler,"Im not saying it has to be right now, but Im starting to think that we can handle it.",0,4000010
Chandler,Were good.,0,3200000
Chandler,Were really good.,1,2300000
Monica,"Oh, did you catch him?!",5,0000050
Phoebe,Uh-huh.,0,3101000
Ross,Wh-what did he say?!,5,0002030
Phoebe,"He said, ""Nice to meet you Glenda.""  Well, obviously I couldn't give him my real name?",0,4010000
Rachel,Why?! Why not?!,5,0000140
Phoebe,"Come on, you saw the way he ran out of here!",7,0002111
Phoebe,What do you think?,0,3001010
Phoebe,He's gonna stick around and talk to the daughter he abandoned!,7,0010112
Joey,What did you say to him?,0,4000010
Phoebe,"Well, I said, I told him y'know, that I was the executor person of Francis' will and that I needed to talk to him so I'm gonna meet him at the coffee house later.",0,3010100
Rachel,"Oh yeah, sure.",0,5000000
Rachel,"Okay, in about ten seconds youre gonna see him kiss me.",1,2300000
Ross,And in about five seconds youre gonna see why.,0,3000011
Rachel,Ross did I ever tell you about the time that I went backpacking through Western Europe?,0,5000000
Rachel,"Okay, get ready to see some beggin!",7,2110100
Phoebe,"Oh, you came on to Ross!",5,0000140
Rachel,What?!,5,0000140
Ross,Now Im so happy.,1,0500000
Rachel,What are you talking about?!,5,0000050
Monica,You used the Europe story!,7,2000120
Chandler,Thats the magic story you use when you wanna have sex!,7,2200100
