class_names,sentences
1, Yes. Drawing is one of my hobbies.
0, Really? I didn't know that.
0, I doodle when I'm bored.
0, Can you help my son with his school project?
0, Sure. What does he need to do?
0, He needs to draw a picture of a big castle.
1, That's not hard at all. When is it due?
0, Tomorrow.
0," Oh, that soon?"
-1, Yeah. He didn't tell me until today. 
0," Ok, I can come by after dinner."
0, Why don't you come for dinner?
1, That would be lovely. Thank you.
-1, Thank you! I cannot draw at all and I'm so worried about this assignment. 
1, Don't worry. He will have an awesome castle.
0, I would like to apply for a permit.
0, Can I see your ID?
0," No, I left it in the car."
0, I'm going to need to see your ID and $27 for your permit.
0, One moment while I go and get my ID.
0, Make it quick.
0, Here's my ID and the $27.
0, Now fill this out.
0, Do you have a pen that I can use?
0, Use this one.
0, Can I apply for a permit today?
0, I need to see your ID.
0, I think I forgot it in the car.
0, You need to give me your ID and $27.
0, I'm going to go and get my ID from the car right now.
0, Go get it.
0, Here you go.
0," All right, I'm going to need you to fill this out."
0, May I borrow your pen?
0, Here's a pen for you.
1, Thanks for your help.
0, You need to turn that in at Window B.
0, I'm looking for your pots and pans section.
1, We have a huge pots and pans section right over there.
1, Thank you for your help.
0," You know, we have a store credit card."
0," No, thank you. I already have 1,000 credit cards."
1, But our credit card gives you 10 percent savings.
1, 10 percent is certainly better than zero percent.
1, All you have to do is only fill out this form for an instant discount.
0, Maybe next time.
0," Okay. If you need anything else, I'll be right here."
0, I really need to apply for a driving permit.
0, Do you have your ID with you?
0, Here it is.
1, Thank you very much. Please fill out this paperwork.
0, I need to use a pen.
0, Here you go.
1, Thank you very much.
0, Now turn in your application at Window B.
0, Have you taken the written test yet?
0," No, I haven't."
0, You should study before you take it.
0, I have been studying.
0, Why don't you take the test?
0, Do you know if it costs any money to take it?
0," Since you already paid for your permit, you don't have to pay again."
0, All right. Do you know if the test covers the whole book?
0," No, the test skips a lot of things in the book."
0, Did you take the written test?
0, I haven't taken it yet.
0, Make sure to study first.
0, I study every night.
1, I'm sure you're ready.
0, Does it cost money?
1," No, it doesn't cost anything."
0, Does the test cover everything in the manual?
0, It skips around.
0, Did you pass the test your first try?
-1," I thought it would be easy, but I didn't pass it. "
0, Wish me luck.
0, Have you already taken the written test?
0, Not yet.
0, You really need to study for it.
0, I already know. I have been studying.
0, You should probably go and take it then.
0," I'm not sure, but does it cost anything to take it?"
0," No, because you applied for your permit and you paid already."
0, Will the test be on everything in the manual?
0, It doesn't cover everything.
0," When you took the test, did you pass it the first time?"
0," No, I didn't pass it."
0," Hopefully, I won't fail the test."
0," You know how to drive, right?"
1, I'm pretty good.
0, Do you think you can teach me?
0, Did you get your learner's permit yet?
0, I have it already.
0, Do you have any experience driving a car?
0, I've only done it once.
0, Do you know all the controls in the car?
0," Yes, I am aware of them."
0, When do you want to start learning how to drive?
0, Whenever you have time.
0, We can do it tomorrow; just call me.
0, Do you know how to drive?
1, I'm a great driver.
0, Could you teach me how to drive?
0, Have you gotten your learner's permit?
0," Yes, I have my learner's permit."
0, Have you ever been behind the wheel?
0, I've only driven a car one time.
0," You do know all the controls in the car, don't you?"
0, I know them.
0, Tell me when you want me to teach you.
0, We can do it when you have some time.
0, I'm not busy tomorrow. Call me then.
0, Do you want to practice your driving right now?
1, No problem. We can do it right now.
0, Are you buckled up?
0, All right. Now what do I do?
0, Start the car.
0, Which way do you want me to go?
0, Take a left.
0, How far do you want me to go?
0, I'll tell you when to stop.
0, Just make sure to tell me beforehand.
0, Let's go practice your driving.
0," If that's what you want to do, then we can."
0, Did you buckle your seatbelt?
0, I'm buckled up. What's next?
0, You need to start the car now.
0, What do you want me to do?
0, Go left.
0, How far should I go?
0, I'll let you know when I want you to stop.
0, Tell me before you want me to stop.
0," All right, try parking here."
0, Let's go driving again tomorrow.
0, Do you think we can go driving right now?
0," Yeah, sure. Let's go."
0, Buckle up.
0, All right. Now what?
0, Now you put the key in the ignition and start the car.
0, Which direction should I take?
0, Make a left on this next street.
0, Tell me how far to go.
0, Keep going until I tell you to stop.
0," Okay, but let me know ahead of time."
0," That's all for today, so park right there."
1, That was great. Thanks for taking me driving.
0, So how did I do on my driving test?
0, Do you want the truth?
0," Of course, I do."
-1," Well, you really didn't do all that well. "
-1, How bad did I do? 
-1," To be completely honest, you failed your test. "
0, How?
0, There were a number of reasons.
0, What were they?
-1," Basically, you just can't drive. "
0, Can I have another try?
0, You can take it in a couple weeks.
0, Where are your pots and pans?
0, All our pots and pans are right over there.
0, I walked right past it.
1, Perhaps you'd be interested in a store credit card.
0," Thanks, but no thanks. My wallet is full of credit cards."
1, But only our credit card will save you 10 percent on all purchases.
1, That sounds nice.
1," Just take this form, fill it out, and get your instant discount."
-1," Not today, thank you. I'm in a bit of a hurry. "
0," If you change your mind, I'm right here."
0, How did I do?
0, Do you really want to know?
0," Yes, I do."
-1, You did pretty bad. 
-1, Exactly how bad? 
-1, You didn't pass the test. 
-1, I don't understand how I could've failed it. 
0, There are a few reasons why you failed.
0, What are the reasons?
-1, The main reason is the fact that you're a horrible driver. 
0, Can I take the test again?
0, You'll be able to take the test again in a couple weeks.
0, How'd I do on my driving test?
1, You did great on your test.
0, Did I pass my test?
1, You passed with flying colors.
0, Did I mess up at all on my test?
0, There was only one thing.
0, What was it?
0, You had some problems with parking.
-1, Parking is always the hardest thing for me. 
0, You should practice that.
0," I will, but in the meantime, do I get my license?"
0, Yes. You got your license.
1," Oh, I am so happy."
0," About my driving test, did I do well?"
1, You did a fabulous job.
0, Are you telling me that I passed the test?
0, That's what I'm telling you.
0, What did I mess up on?
0, You did mess up a little on one thing.
0, Tell me.
-1, You had a little trouble on your parallel parking. 
0, I know.
0, That's something that you really need to work on.
0, Am I still going to get my license?
0, You're still going to get it.
0, I need to get my driver's license.
0, You need to take your driving test. Have you?
0," No, I still need to take it."
0, Please fill out this paperwork.
0," All right, but will I be able to take my test today?"
0," Actually, you're going to have to make an appointment first."
0," May I make one right now, please?"
0," Sure, you can. The soonest day available will be this Friday."
0, Friday will be fine.
0, What time can you come in?
1, I would like to do it sometime in the morning.
0," I'll schedule you for 11 o'clock, Friday morning."
0, I would like to get my driver's license today.
0, You will have to take your driving test. Have you taken it yet?
0, I haven't taken it yet.
0," Could you fill these papers out, please?"
0, Can I take my test right now?
0, You need an appointment.
0," I would like to do that right now, if I could."
0, Is Friday good for you?
1, That's perfect.
0," Okay, so Friday at what time?"
1, The morning would be nice.
0, All right. Come in on Friday at 11:00.
0, I need to find somewhere to park.
0, Off campus or on campus?
0, I need to find a space on campus.
0, Why don't you park in the parking structure for students?
0, Where is the parking structure at?
0, It's on the west side of the campus.
